city,region,storage_time,time_since_cooking,storage_condition,container_type,food_type,moisture_type,cooking_method,texture,smell,freshness_level
Indore,Central,16.5,1.2,refrigerated,closed,Seafood,dry,boiled,crispy,strong,Fresh
Kolkata,East,10.4,3.54,refrigerated,closed,Dairy,dry,steamed,dry,slight,Fresh
Indore,Central,23.6,2.78,refrigerated,plastic,Seafood,wet,boiled,crispy,fermented,Spoiled
Mumbai,West,20.8,0.22,refrigerated,metal,Seafood,dry,boiled,soggy,slight,Fresh
Ahmedabad,West,24.6,3.01,outside,plastic,Seafood,semi-wet,steamed,firm,sour,Spoiled
Guwahati,NorthEast,7.5,1.35,outside,plastic,Vegetarian,semi-wet,fried,soggy,fermented,Spoiled
Chandigarh,North,0.0,1.8,outside,plastic,Non-Vegetarian,semi-wet,fried,soggy,slight,Medium
Indore,Central,0.0,3.31,refrigerated,open,Bakery,dry,boiled,dry,slight,Fresh
Bhubaneswar,East,1.9,2.02,refrigerated,metal,Vegetarian,wet,steamed,soft,neutral,Fresh
Srinagar,North,13.5,4.25,outside,plastic,Dairy,semi-wet,boiled,soft,strong,Spoiled
Imphal,NorthEast,3.7,0.08,outside,plastic,Non-Vegetarian,wet,steamed,moist,neutral,Spoiled
Srinagar,North,0.0,1.94,refrigerated,closed,Non-Vegetarian,dry,fried,soggy,sour,Fresh
Shillong,NorthEast,0.0,2.51,refrigerated,metal,Vegetarian,wet,fried,dry,sour,Medium
Raipur,Central,14.3,4.55,outside,closed,Non-Vegetarian,dry,baked,dry,slight,Medium
Chennai,South,2.3,5.3,outside,metal,Dairy,dry,fried,moist,fermented,Spoiled
Patna,East,15.4,0.66,outside,closed,Dairy,semi-wet,boiled,moist,sour,Spoiled
Srinagar,North,15.7,0.02,refrigerated,plastic,Bakery,semi-wet,fried,moist,fermented,Medium
Jaipur,North,29.4,11.0,refrigerated,closed,Non-Vegetarian,wet,fried,dry,slight,Medium
Lucknow,North,19.9,0.33,refrigerated,plastic,Vegetarian,dry,steamed,dry,slight,Fresh
Jaipur,North,36.6,8.06,refrigerated,open,Dairy,dry,baked,firm,slight,Medium
Kolkata,East,17.4,0.86,outside,plastic,Bakery,semi-wet,baked,moist,strong,Spoiled
Imphal,NorthEast,17.0,3.41,refrigerated,closed,Vegetarian,wet,boiled,moist,fermented,Spoiled
Madurai,South,29.2,3.19,outside,metal,Vegetarian,semi-wet,fried,crispy,neutral,Spoiled
Patna,East,2.9,2.57,outside,closed,Vegetarian,dry,steamed,dry,fermented,Spoiled
Bhopal,Central,19.1,4.21,outside,metal,Dairy,semi-wet,boiled,firm,neutral,Spoiled
Shillong,NorthEast,8.1,1.36,outside,open,Seafood,semi-wet,boiled,crispy,slight,Spoiled
Imphal,NorthEast,12.4,2.2,outside,plastic,Non-Vegetarian,semi-wet,boiled,firm,neutral,Spoiled
Guwahati,NorthEast,0.8,6.17,refrigerated,open,Non-Vegetarian,semi-wet,steamed,moist,fermented,Spoiled
Madurai,South,5.5,1.84,refrigerated,plastic,Dairy,dry,baked,firm,strong,Fresh
Mumbai,West,9.0,2.96,outside,metal,Bakery,dry,steamed,dry,strong,Spoiled
Hyderabad,South,16.0,4.18,refrigerated,metal,Vegetarian,wet,steamed,soft,neutral,Medium
Raipur,Central,19.2,1.3,refrigerated,plastic,Seafood,semi-wet,boiled,soft,slight,Medium
Guwahati,NorthEast,6.3,5.78,outside,open,Dairy,wet,baked,crispy,strong,Spoiled
Hyderabad,South,0.0,1.8,outside,plastic,Seafood,wet,steamed,soft,sour,Spoiled
Jaipur,North,18.5,2.03,outside,open,Seafood,dry,baked,dry,sour,Spoiled
Chennai,South,31.9,4.6,refrigerated,closed,Dairy,semi-wet,boiled,soggy,sour,Spoiled
Kochi,South,15.6,3.25,refrigerated,closed,Dairy,dry,boiled,soft,strong,Medium
Kolkata,East,12.3,4.91,refrigerated,open,Non-Vegetarian,dry,baked,soggy,strong,Medium
Chandigarh,North,22.1,1.73,outside,metal,Seafood,wet,boiled,crispy,sour,Spoiled
Nagpur,Central,20.1,2.02,refrigerated,open,Bakery,semi-wet,boiled,soggy,strong,Medium
Chennai,South,24.0,1.35,outside,closed,Dairy,semi-wet,boiled,soft,sour,Spoiled
Imphal,NorthEast,14.1,4.38,outside,plastic,Bakery,semi-wet,steamed,dry,fermented,Spoiled
Hyderabad,South,8.1,3.81,refrigerated,closed,Seafood,semi-wet,boiled,crispy,sour,Medium
Pune,South,12.4,0.47,outside,open,Non-Vegetarian,wet,boiled,moist,neutral,Spoiled
Shillong,NorthEast,11.9,3.27,outside,plastic,Seafood,wet,fried,dry,neutral,Spoiled
Kolkata,East,7.1,2.9,outside,plastic,Dairy,dry,fried,firm,neutral,Medium
Bhopal,Central,22.4,2.73,outside,open,Bakery,wet,steamed,moist,slight,Spoiled
Goa,West,19.6,0.13,refrigerated,metal,Bakery,wet,fried,dry,fermented,Medium
Nagpur,Central,18.4,2.18,refrigerated,closed,Vegetarian,semi-wet,boiled,soggy,slight,Fresh
Ahmedabad,West,24.4,1.16,outside,closed,Seafood,wet,steamed,firm,sour,Spoiled
Shillong,NorthEast,11.2,3.57,refrigerated,plastic,Dairy,wet,steamed,soft,neutral,Medium
Kochi,South,3.9,5.43,outside,closed,Dairy,wet,boiled,moist,strong,Spoiled
Pune,South,4.3,7.89,refrigerated,metal,Non-Vegetarian,dry,fried,dry,fermented,Medium
Bhopal,Central,15.9,0.86,refrigerated,closed,Non-Vegetarian,wet,steamed,soggy,sour,Spoiled
Shillong,NorthEast,5.5,4.17,refrigerated,metal,Dairy,semi-wet,steamed,soft,sour,Medium
Imphal,NorthEast,10.3,0.98,refrigerated,open,Non-Vegetarian,dry,steamed,soft,neutral,Medium
Lucknow,North,11.0,0.4,refrigerated,open,Bakery,semi-wet,baked,moist,strong,Fresh
Hyderabad,South,0.0,3.99,outside,open,Dairy,wet,baked,crispy,sour,Spoiled
Bhopal,Central,3.1,0.89,refrigerated,closed,Seafood,dry,baked,moist,neutral,Fresh
Mumbai,West,23.7,2.66,refrigerated,metal,Dairy,semi-wet,steamed,firm,slight,Fresh
Ahmedabad,West,1.4,3.02,outside,closed,Non-Vegetarian,semi-wet,boiled,firm,neutral,Medium
Imphal,NorthEast,0.0,3.79,refrigerated,metal,Vegetarian,semi-wet,steamed,crispy,strong,Fresh
Bhopal,Central,16.4,3.73,refrigerated,open,Seafood,semi-wet,boiled,soft,slight,Medium
Bhubaneswar,East,22.6,5.38,outside,closed,Dairy,dry,boiled,firm,slight,Spoiled
Ahmedabad,West,32.4,7.79,outside,open,Non-Vegetarian,dry,fried,soft,slight,Spoiled
Bhubaneswar,East,8.9,8.14,refrigerated,metal,Seafood,dry,baked,soft,strong,Medium
Shillong,NorthEast,9.0,1.84,outside,metal,Dairy,dry,steamed,moist,slight,Medium
Nagpur,Central,13.9,0.09,refrigerated,closed,Non-Vegetarian,wet,boiled,soft,strong,Fresh
Kochi,South,28.7,1.49,outside,open,Dairy,semi-wet,baked,firm,sour,Spoiled
Bhopal,Central,14.9,7.25,refrigerated,closed,Bakery,semi-wet,fried,crispy,sour,Medium
Bengaluru,South,27.7,3.63,outside,plastic,Non-Vegetarian,semi-wet,boiled,dry,slight,Spoiled
Guwahati,NorthEast,21.1,0.14,outside,closed,Vegetarian,semi-wet,baked,firm,fermented,Spoiled
Imphal,NorthEast,14.0,1.09,refrigerated,open,Seafood,semi-wet,baked,dry,fermented,Spoiled
Kochi,South,10.2,1.91,refrigerated,closed,Non-Vegetarian,semi-wet,boiled,crispy,slight,Fresh
Raipur,Central,0.0,0.16,outside,closed,Seafood,dry,boiled,moist,strong,Medium
Mumbai,West,3.1,4.63,refrigerated,plastic,Dairy,semi-wet,boiled,soft,sour,Spoiled
Guwahati,NorthEast,10.6,5.27,outside,open,Dairy,dry,fried,soggy,sour,Spoiled
Bhopal,Central,24.7,8.17,refrigerated,closed,Dairy,semi-wet,baked,moist,sour,Spoiled
Jaipur,North,0.0,0.22,outside,open,Dairy,wet,boiled,dry,neutral,Medium
Bhopal,Central,3.3,2.54,refrigerated,closed,Bakery,semi-wet,boiled,soft,fermented,Medium
Patna,East,3.1,1.2,refrigerated,plastic,Non-Vegetarian,semi-wet,steamed,soft,strong,Medium
Ahmedabad,West,12.9,3.9,refrigerated,closed,Dairy,dry,baked,crispy,strong,Medium
Hyderabad,South,25.7,1.48,outside,closed,Vegetarian,wet,baked,soft,fermented,Spoiled
Delhi,North,1.0,1.99,outside,closed,Non-Vegetarian,wet,baked,soft,sour,Spoiled
Pune,South,24.9,0.96,refrigerated,open,Seafood,dry,fried,moist,strong,Medium
Pune,South,17.1,3.73,refrigerated,plastic,Seafood,dry,boiled,soggy,slight,Medium
Pune,South,16.6,2.79,refrigerated,closed,Vegetarian,dry,boiled,firm,slight,Fresh
Nagpur,Central,0.0,4.65,refrigerated,metal,Bakery,semi-wet,fried,crispy,neutral,Fresh
Bhubaneswar,East,13.4,6.06,refrigerated,open,Bakery,dry,boiled,firm,neutral,Medium
Hyderabad,South,24.2,4.47,refrigerated,metal,Non-Vegetarian,semi-wet,baked,crispy,slight,Medium
Srinagar,North,16.7,2.92,refrigerated,plastic,Seafood,dry,boiled,crispy,sour,Spoiled
Ahmedabad,West,7.8,5.81,refrigerated,closed,Seafood,dry,baked,soggy,strong,Fresh
Kochi,South,15.9,0.56,refrigerated,open,Dairy,dry,baked,soft,neutral,Fresh
Goa,West,5.8,1.28,refrigerated,metal,Dairy,wet,baked,firm,strong,Fresh
Bhopal,Central,8.4,1.14,outside,open,Dairy,semi-wet,boiled,moist,neutral,Spoiled
Shillong,NorthEast,10.4,3.07,outside,open,Dairy,dry,steamed,soggy,sour,Spoiled
Srinagar,North,8.5,2.38,outside,closed,Dairy,semi-wet,steamed,soggy,strong,Spoiled
Jaipur,North,3.1,3.23,outside,metal,Bakery,semi-wet,fried,dry,fermented,Spoiled
Mumbai,West,4.4,2.99,outside,closed,Seafood,semi-wet,fried,firm,sour,Spoiled
Indore,Central,9.3,2.85,outside,closed,Vegetarian,semi-wet,steamed,moist,sour,Spoiled
Nagpur,Central,6.5,0.04,outside,closed,Non-Vegetarian,semi-wet,baked,moist,fermented,Medium
Chennai,South,10.3,3.15,refrigerated,plastic,Seafood,semi-wet,steamed,crispy,fermented,Spoiled
Bhopal,Central,24.7,0.81,outside,plastic,Bakery,wet,fried,dry,slight,Spoiled
Raipur,Central,10.3,0.41,refrigerated,closed,Bakery,semi-wet,boiled,dry,strong,Fresh
Mumbai,West,14.4,1.29,refrigerated,plastic,Dairy,wet,boiled,dry,fermented,Spoiled
Patna,East,19.1,2.32,refrigerated,open,Vegetarian,dry,fried,dry,slight,Medium
Lucknow,North,28.8,0.9,refrigerated,closed,Seafood,dry,baked,soft,neutral,Fresh
Hyderabad,South,0.0,7.07,outside,closed,Dairy,wet,fried,moist,neutral,Spoiled
Chennai,South,10.5,3.96,outside,closed,Seafood,semi-wet,boiled,crispy,strong,Spoiled
Kolkata,East,22.2,5.95,refrigerated,open,Dairy,wet,fried,moist,neutral,Medium
Bhopal,Central,23.0,0.19,outside,closed,Vegetarian,wet,steamed,crispy,neutral,Medium
Mumbai,West,0.0,4.1,refrigerated,metal,Non-Vegetarian,wet,fried,crispy,fermented,Medium
Jaipur,North,35.0,3.33,outside,metal,Vegetarian,dry,steamed,firm,slight,Spoiled
Pune,South,0.0,2.86,refrigerated,closed,Vegetarian,wet,baked,firm,slight,Fresh
Raipur,Central,17.2,0.94,outside,open,Dairy,semi-wet,boiled,moist,fermented,Spoiled
Goa,West,5.0,1.47,outside,metal,Bakery,wet,baked,firm,sour,Spoiled
Guwahati,NorthEast,8.1,3.58,refrigerated,closed,Bakery,wet,steamed,moist,sour,Spoiled
Patna,East,19.6,3.77,refrigerated,plastic,Seafood,dry,fried,soggy,strong,Medium
Goa,West,6.8,6.26,outside,open,Vegetarian,semi-wet,baked,soft,fermented,Spoiled
Patna,East,23.2,2.76,refrigerated,closed,Bakery,wet,steamed,firm,sour,Spoiled
Guwahati,East,9.8,1.34,outside,open,Non-Vegetarian,semi-wet,boiled,crispy,neutral,Spoiled
Srinagar,North,3.6,1.68,refrigerated,open,Non-Vegetarian,semi-wet,steamed,moist,neutral,Fresh
Guwahati,East,0.0,1.69,outside,closed,Dairy,dry,fried,dry,slight,Fresh
Indore,Central,15.2,0.98,outside,closed,Seafood,wet,boiled,dry,neutral,Spoiled
Nagpur,Central,18.5,4.41,refrigerated,metal,Non-Vegetarian,semi-wet,steamed,moist,fermented,Medium
Delhi,North,0.0,1.0,refrigerated,metal,Seafood,semi-wet,baked,soft,neutral,Fresh
Kolkata,East,9.5,0.77,refrigerated,metal,Vegetarian,wet,fried,soggy,slight,Fresh
Surat,West,2.5,2.0,refrigerated,open,Bakery,wet,baked,moist,sour,Spoiled
Goa,West,0.0,4.29,outside,closed,Vegetarian,wet,steamed,dry,fermented,Spoiled
Ahmedabad,West,0.0,2.65,refrigerated,open,Seafood,wet,steamed,crispy,sour,Medium
Madurai,South,5.4,0.04,refrigerated,open,Seafood,semi-wet,fried,soft,fermented,Fresh
Indore,Central,18.0,3.05,outside,plastic,Seafood,dry,boiled,crispy,neutral,Spoiled
Chandigarh,North,17.0,1.64,refrigerated,open,Non-Vegetarian,semi-wet,fried,soggy,fermented,Medium
Patna,East,18.9,4.24,outside,metal,Seafood,wet,steamed,soggy,fermented,Spoiled
Pune,South,9.0,1.36,refrigerated,closed,Bakery,wet,boiled,soggy,sour,Spoiled
Pune,South,14.9,4.36,refrigerated,plastic,Vegetarian,semi-wet,baked,soft,sour,Spoiled
Mumbai,West,7.4,3.38,outside,closed,Dairy,semi-wet,boiled,soft,slight,Medium
Guwahati,East,15.3,1.03,refrigerated,open,Bakery,semi-wet,baked,firm,sour,Medium
Bhubaneswar,East,2.7,0.08,outside,metal,Bakery,dry,fried,dry,sour,Medium
Imphal,NorthEast,19.3,2.11,refrigerated,plastic,Seafood,wet,fried,firm,slight,Medium
Madurai,South,24.5,2.73,refrigerated,closed,Seafood,wet,boiled,dry,fermented,Spoiled
Chandigarh,North,0.0,0.1,refrigerated,metal,Vegetarian,semi-wet,steamed,firm,slight,Fresh
Kochi,South,5.7,3.33,outside,plastic,Bakery,dry,steamed,crispy,sour,Spoiled
Lucknow,North,1.8,5.17,refrigerated,metal,Dairy,semi-wet,fried,soft,sour,Fresh
Pune,South,15.6,9.2,outside,metal,Non-Vegetarian,dry,steamed,soggy,neutral,Spoiled
Guwahati,East,17.4,3.07,refrigerated,closed,Seafood,wet,fried,moist,sour,Spoiled
Hyderabad,South,2.0,4.6,outside,metal,Dairy,dry,fried,soft,fermented,Spoiled
Bengaluru,South,12.8,4.32,refrigerated,plastic,Seafood,wet,boiled,soggy,neutral,Spoiled
Kochi,South,11.1,2.66,outside,plastic,Seafood,wet,baked,soggy,neutral,Spoiled
Shillong,NorthEast,21.6,3.08,refrigerated,plastic,Dairy,dry,boiled,soft,sour,Spoiled
Lucknow,North,0.0,6.95,refrigerated,open,Vegetarian,semi-wet,baked,soggy,fermented,Medium
Chennai,South,0.0,1.2,refrigerated,plastic,Dairy,semi-wet,fried,moist,sour,Medium
Chandigarh,North,11.1,0.82,refrigerated,open,Non-Vegetarian,wet,boiled,soggy,slight,Medium
Bhopal,Central,20.1,4.99,outside,metal,Vegetarian,semi-wet,boiled,soft,fermented,Spoiled
Bhopal,Central,0.0,3.93,refrigerated,closed,Vegetarian,semi-wet,fried,soggy,fermented,Fresh
Chandigarh,North,17.1,4.96,outside,metal,Dairy,semi-wet,baked,firm,sour,Spoiled
Patna,East,3.3,6.99,outside,metal,Non-Vegetarian,dry,steamed,firm,sour,Spoiled
Guwahati,East,7.1,2.83,outside,open,Bakery,wet,steamed,dry,fermented,Spoiled
Guwahati,East,11.1,3.44,outside,plastic,Bakery,dry,steamed,soggy,neutral,Spoiled
Madurai,South,8.3,3.78,refrigerated,open,Bakery,semi-wet,steamed,firm,fermented,Spoiled
Srinagar,North,25.5,8.66,refrigerated,plastic,Seafood,wet,fried,firm,slight,Medium
Surat,West,4.6,1.65,outside,closed,Vegetarian,wet,fried,soft,sour,Spoiled
Shillong,NorthEast,6.2,2.47,outside,plastic,Vegetarian,semi-wet,steamed,crispy,sour,Spoiled
Goa,West,23.5,1.77,refrigerated,closed,Non-Vegetarian,wet,baked,soggy,neutral,Medium
Pune,South,0.0,3.74,outside,closed,Vegetarian,semi-wet,steamed,soggy,sour,Spoiled
Ahmedabad,West,0.0,4.01,refrigerated,open,Non-Vegetarian,wet,fried,soft,strong,Medium
Indore,Central,0.0,2.04,outside,closed,Non-Vegetarian,semi-wet,fried,soggy,fermented,Spoiled
Indore,Central,0.0,5.18,refrigerated,plastic,Bakery,wet,baked,soggy,fermented,Spoiled
Surat,West,9.7,7.39,refrigerated,closed,Dairy,wet,steamed,firm,strong,Medium
Surat,West,2.9,3.38,outside,metal,Non-Vegetarian,wet,baked,soggy,slight,Spoiled
Goa,West,24.2,0.95,outside,open,Bakery,wet,baked,soggy,sour,Spoiled
Surat,West,19.3,0.17,outside,plastic,Non-Vegetarian,semi-wet,baked,crispy,sour,Spoiled
Bhopal,Central,22.8,2.39,refrigerated,open,Vegetarian,semi-wet,steamed,firm,sour,Spoiled
Hyderabad,South,8.3,3.13,refrigerated,open,Seafood,wet,fried,moist,neutral,Medium
Bhopal,Central,19.8,0.35,outside,metal,Bakery,wet,baked,crispy,strong,Medium
Nagpur,Central,16.5,2.34,outside,open,Non-Vegetarian,wet,boiled,soggy,slight,Spoiled
Bhopal,Central,0.0,3.22,outside,open,Bakery,semi-wet,boiled,soggy,sour,Spoiled
Pune,South,21.0,4.03,outside,open,Bakery,wet,baked,crispy,slight,Spoiled
Guwahati,NorthEast,18.3,0.63,refrigerated,plastic,Bakery,wet,baked,moist,fermented,Spoiled
Jaipur,North,3.4,3.33,outside,metal,Vegetarian,dry,steamed,soft,neutral,Medium
Bengaluru,South,11.8,1.79,refrigerated,plastic,Non-Vegetarian,semi-wet,baked,moist,fermented,Medium
Indore,Central,5.7,2.15,outside,closed,Vegetarian,semi-wet,baked,dry,sour,Spoiled
Surat,West,1.1,4.85,refrigerated,open,Dairy,semi-wet,baked,dry,fermented,Medium
Chandigarh,North,21.8,4.92,outside,closed,Seafood,dry,baked,soggy,strong,Spoiled
Raipur,Central,12.1,3.78,outside,metal,Dairy,dry,baked,dry,fermented,Spoiled
Mumbai,West,8.0,2.24,outside,metal,Non-Vegetarian,wet,fried,dry,neutral,Medium
Bengaluru,South,19.0,3.63,refrigerated,metal,Vegetarian,wet,steamed,moist,sour,Spoiled
Chandigarh,North,12.3,2.26,outside,open,Bakery,wet,fried,dry,neutral,Spoiled
Imphal,NorthEast,5.2,1.65,outside,plastic,Non-Vegetarian,semi-wet,fried,soft,sour,Spoiled
Kolkata,East,16.9,8.47,outside,plastic,Bakery,wet,baked,soggy,fermented,Spoiled
Hyderabad,South,9.5,0.07,refrigerated,plastic,Dairy,wet,steamed,crispy,slight,Fresh
Bengaluru,South,0.0,0.73,outside,open,Non-Vegetarian,dry,boiled,firm,strong,Medium
Indore,Central,7.9,3.66,refrigerated,open,Dairy,wet,baked,soggy,slight,Medium
Bhubaneswar,East,19.7,3.11,outside,closed,Seafood,semi-wet,fried,dry,slight,Spoiled
Goa,West,0.7,4.23,refrigerated,open,Bakery,semi-wet,fried,soggy,fermented,Medium
Hyderabad,South,13.6,1.2,refrigerated,open,Non-Vegetarian,dry,fried,dry,slight,Fresh
Pune,South,11.8,3.85,outside,metal,Dairy,semi-wet,boiled,moist,fermented,Spoiled
Pune,South,4.7,1.4,outside,closed,Non-Vegetarian,semi-wet,fried,soft,sour,Spoiled
Guwahati,NorthEast,19.0,1.61,outside,metal,Bakery,wet,steamed,firm,sour,Spoiled
Shillong,NorthEast,18.9,1.83,outside,open,Dairy,wet,baked,soggy,neutral,Spoiled
Srinagar,North,10.6,1.17,outside,open,Non-Vegetarian,wet,steamed,dry,slight,Spoiled
Indore,Central,7.9,3.83,outside,open,Seafood,wet,boiled,firm,strong,Spoiled
Madurai,South,26.6,2.61,outside,closed,Seafood,dry,fried,dry,neutral,Spoiled
Chennai,South,0.0,6.29,outside,closed,Bakery,dry,steamed,soft,fermented,Spoiled
Guwahati,East,12.5,1.88,outside,metal,Dairy,dry,baked,firm,sour,Spoiled
Imphal,NorthEast,21.8,4.8,refrigerated,open,Bakery,dry,fried,soggy,strong,Medium
Chandigarh,North,14.3,1.85,outside,closed,Bakery,semi-wet,fried,soggy,slight,Medium
Lucknow,North,16.9,5.37,outside,metal,Non-Vegetarian,dry,steamed,soft,slight,Spoiled
Madurai,South,0.0,2.0,refrigerated,metal,Seafood,dry,boiled,firm,fermented,Fresh
Surat,West,11.2,0.25,outside,open,Non-Vegetarian,dry,fried,crispy,fermented,Spoiled
Delhi,North,17.3,4.01,refrigerated,metal,Vegetarian,semi-wet,baked,moist,strong,Medium
Madurai,South,10.8,2.84,outside,closed,Vegetarian,semi-wet,fried,dry,neutral,Medium
Bhopal,Central,34.1,9.38,outside,open,Vegetarian,semi-wet,fried,soft,slight,Spoiled
Pune,South,7.3,2.8,outside,plastic,Bakery,semi-wet,baked,moist,strong,Spoiled
Srinagar,North,12.7,0.3,refrigerated,plastic,Vegetarian,semi-wet,fried,moist,slight,Fresh
Kolkata,East,3.2,3.24,outside,open,Non-Vegetarian,dry,boiled,moist,sour,Spoiled
Chandigarh,North,0.0,1.9,refrigerated,closed,Seafood,dry,boiled,moist,fermented,Fresh
Shillong,NorthEast,10.4,6.35,refrigerated,closed,Seafood,wet,steamed,soft,strong,Medium
Shillong,NorthEast,2.6,5.91,refrigerated,closed,Vegetarian,semi-wet,fried,soft,strong,Fresh
Ahmedabad,West,8.3,7.28,refrigerated,plastic,Non-Vegetarian,dry,steamed,firm,neutral,Medium
Delhi,North,13.0,5.88,refrigerated,open,Non-Vegetarian,wet,fried,moist,neutral,Medium
Patna,East,6.1,2.44,outside,open,Vegetarian,semi-wet,boiled,soft,sour,Spoiled
Chennai,South,17.2,4.82,outside,closed,Non-Vegetarian,wet,boiled,dry,strong,Spoiled
Raipur,Central,9.9,2.34,refrigerated,closed,Bakery,dry,boiled,soggy,fermented,Medium
Chennai,South,12.1,2.3,outside,plastic,Non-Vegetarian,semi-wet,fried,firm,strong,Spoiled
Shillong,NorthEast,7.0,5.19,outside,plastic,Bakery,wet,baked,soft,sour,Spoiled
Srinagar,North,17.8,0.98,outside,closed,Dairy,wet,boiled,soggy,slight,Spoiled
Pune,South,44.9,0.41,refrigerated,metal,Bakery,wet,steamed,crispy,fermented,Medium
Patna,East,11.0,1.39,outside,plastic,Seafood,wet,fried,crispy,strong,Spoiled
Indore,Central,25.1,0.03,refrigerated,closed,Dairy,wet,boiled,crispy,sour,Medium
Guwahati,East,41.0,2.9,outside,open,Non-Vegetarian,dry,steamed,crispy,strong,Spoiled
Patna,East,1.0,6.1,refrigerated,open,Non-Vegetarian,semi-wet,boiled,dry,sour,Spoiled
Nagpur,Central,20.7,4.52,refrigerated,plastic,Seafood,wet,baked,soft,sour,Spoiled
Hyderabad,South,31.1,3.36,outside,closed,Bakery,semi-wet,boiled,dry,slight,Spoiled
Pune,South,15.3,2.64,refrigerated,closed,Bakery,wet,boiled,soft,sour,Spoiled
Shillong,NorthEast,31.4,4.4,refrigerated,plastic,Seafood,semi-wet,baked,crispy,slight,Medium
Kolkata,East,14.8,5.25,outside,plastic,Bakery,dry,steamed,soft,fermented,Spoiled
Patna,East,16.7,0.1,outside,metal,Bakery,semi-wet,steamed,moist,sour,Spoiled
Mumbai,West,7.0,4.35,refrigerated,plastic,Seafood,dry,fried,soggy,slight,Fresh
Bhopal,Central,18.9,1.81,outside,open,Seafood,dry,baked,firm,strong,Spoiled
Kolkata,East,15.0,1.54,outside,plastic,Non-Vegetarian,semi-wet,steamed,dry,strong,Spoiled
Raipur,Central,15.4,6.04,outside,closed,Vegetarian,semi-wet,boiled,moist,sour,Spoiled
Srinagar,North,18.9,0.68,refrigerated,plastic,Dairy,semi-wet,boiled,crispy,strong,Medium
Kochi,South,6.4,1.51,outside,closed,Dairy,semi-wet,baked,crispy,fermented,Spoiled
Patna,East,25.9,0.83,refrigerated,metal,Seafood,semi-wet,boiled,dry,strong,Medium
Bhopal,Central,32.5,1.91,outside,plastic,Seafood,semi-wet,baked,dry,fermented,Spoiled
Guwahati,NorthEast,4.7,3.46,refrigerated,closed,Bakery,semi-wet,boiled,firm,slight,Fresh
Guwahati,East,17.9,3.0,outside,plastic,Dairy,dry,baked,dry,fermented,Spoiled
Nagpur,Central,25.6,0.98,outside,plastic,Vegetarian,wet,steamed,firm,slight,Spoiled
Chandigarh,North,18.3,6.94,outside,closed,Vegetarian,wet,steamed,dry,slight,Spoiled
Nagpur,Central,3.0,5.35,refrigerated,open,Dairy,wet,fried,soggy,slight,Medium
Chennai,South,14.2,1.65,refrigerated,closed,Vegetarian,semi-wet,fried,soft,slight,Fresh
Madurai,South,11.9,0.76,outside,closed,Dairy,semi-wet,fried,crispy,neutral,Medium
Guwahati,NorthEast,17.9,8.02,outside,plastic,Dairy,dry,baked,moist,strong,Spoiled
Kolkata,East,26.2,5.0,outside,open,Dairy,wet,boiled,moist,fermented,Spoiled
Delhi,North,18.6,1.91,outside,closed,Bakery,dry,baked,soggy,slight,Medium
Imphal,NorthEast,0.0,8.71,refrigerated,closed,Dairy,semi-wet,boiled,crispy,strong,Medium
Bhubaneswar,East,22.5,5.07,refrigerated,plastic,Dairy,wet,fried,moist,strong,Spoiled
Srinagar,North,22.7,1.42,refrigerated,closed,Seafood,semi-wet,boiled,soggy,neutral,Fresh
Ahmedabad,West,6.6,0.39,refrigerated,open,Vegetarian,wet,boiled,firm,sour,Medium
Surat,West,18.4,1.74,refrigerated,open,Seafood,dry,fried,firm,fermented,Medium
Shillong,NorthEast,21.3,0.58,refrigerated,metal,Seafood,wet,baked,dry,fermented,Medium
